concatpedido,Filial,Nome Filial,Número do pedido,Série,Nr.Processo,Situação do Item,Dt.Emissão,Cód.Agente,Nome Fantasia,Cond.Pagto.,Contato,Situação do Pedido,Tipo de Preço,Total Pedido Compra,Item Pedido,Cód. Item,Cód.Alternativo,Descrição do Item,Unid.,Quantidade,Qtde. Convertida,Vlr.Unitário,Vlr.Mercadorias,Vlr.Desconto,Vlr.Total Item,Código Serviço,Cód. Aplicação,Nome Aplicação
263-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,263,UN,263,Pedido Atendido,45812,3462,KRAUS ALVES COMUNICACAO VISUAL LTDA,28D,,Pedido Atendido,CIF,300,1,8238,8238,MATERIAIS DE PROPAGANDA E PUBLICIDADE,UN,1,1,300,300,0,300,,206,Adm-Compra Mat.Uso e Consumo
264-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,264,UN,264,Pedido Atendido,45813,1232,AQUA,28D,,Pedido Atendido,CIF,1140,1,8385,8385,MENSALIDADE TV TOUCH,VB,1,1,1140,1140,0,1140,52,209,Adm-Outras Entradas
265-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,265,UN,265,Pedido Atendido,45814,4115,NIBRA INDUSTRIAL,28D,,Pedido Atendido,CIF,1968,1,319,319,PREGO 17X27,KG,240,240,8.1999999999999993,1968,0,1968,,111,Obra-Compra de Insumos para Prestação de Serviços
269-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,269,UN,269,Pedido Atendido,45817,1467,BC EMBALAGENS,30D,,Pedido Atendido,CIF,773.65,1,6560,6560,LONA PLÁSTICA PRETA,M2,150,150,3.8266659999999999,574,0,574,,111,Obra-Compra de Insumos para Prestação de Serviços
269-2,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,269,UN,269,Pedido Atendido,45817,1467,BC EMBALAGENS,30D,,Pedido Atendido,CIF,773.65,2,10130,10130,BALDE METÁLICO 10L,UN,5,5,39.93,199.65,0,199.65,,111,Obra-Compra de Insumos para Prestação de Serviços
270-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,270,UN,270,Parcialmente Atendido,45818,3152,INDUSTRIA DE TIJOLOS COSMOS LTDA,28D,,Pedido em Aberto,CIF,391360,1,418,418,TIJOLO CERÂMICO 8 FUROS 09X19X29,UN,47500,47500,1.25,59375,11875,47500,,111,Obra-Compra de Insumos para Prestação de Serviços
270-5,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,270,UN,270,Parcialmente Atendido,45818,3152,INDUSTRIA DE TIJOLOS COSMOS LTDA,28D,,Pedido em Aberto,CIF,391360,5,422,422,TIJOLO CERÂMICO 16 FUROS 19X19X29,UN,127500,127500,2.35,299625,45900,253725,,111,Obra-Compra de Insumos para Prestação de Serviços
270-4,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,270,UN,270,Parcialmente Atendido,45818,3152,INDUSTRIA DE TIJOLOS COSMOS LTDA,28D,,Pedido em Aberto,CIF,391360,4,9673,9673,MEIO TIJOLO CERÂMICO 8 FUROS 19X19X14,UN,11000,11000,1.75,19250,7700,11550,,111,Obra-Compra de Insumos para Prestação de Serviços
270-3,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,270,UN,270,Parcialmente Atendido,45818,3152,INDUSTRIA DE TIJOLOS COSMOS LTDA,28D,,Pedido em Aberto,CIF,391360,3,420,420,TIJOLO CERÂMICO 9 FUROS 14X19X29,UN,48500,48500,1.75,84875,7760,77115,,111,Obra-Compra de Insumos para Prestação de Serviços
270-2,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,270,UN,270,Pedido Não Atendido,45818,3152,INDUSTRIA DE TIJOLOS COSMOS LTDA,28D,,Pedido em Aberto,CIF,391360,2,413,413,TIJOLO CERÂMICO 6 FUROS 09X14X19,UN,3000,3000,0.55000000000000004,1650,180,1470,,111,Obra-Compra de Insumos para Prestação de Serviços
271-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,271,UN,271,Pedido Cancelado,45819,4622,RESIPAR,28D,,Pedido Cancelado,CIF,206257,1,5753,5753,RETIRADA DE RESÍDUOS CLASSE A,M3,686,686,240,164640,686,163954,30,107,Obra-Serviços Tomados
271-4,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,271,UN,271,Pedido Cancelado,45819,4622,RESIPAR,28D,,Pedido Cancelado,CIF,206257,4,5756,5756,RETIRADA DE RESÍDUOS CLASSE D,M3,1,1,240,240,1,239,30,107,Obra-Serviços Tomados
271-3,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,271,UN,271,Pedido Cancelado,45819,4622,RESIPAR,28D,,Pedido Cancelado,CIF,206257,3,5755,5755,RETIRADA DE RESÍDUOS CLASSE C,M3,9,9,240,2160,9,2151,30,107,Obra-Serviços Tomados
271-2,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,271,UN,271,Pedido Cancelado,45819,4622,RESIPAR,28D,,Pedido Cancelado,CIF,206257,2,5754,5754,RETIRADA DE RESÍDUOS CLASSE B,M3,167,167,240,40080,167,39913,30,107,Obra-Serviços Tomados
272-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,272,UN,272,Pedido Atendido,45819,9231,ALCANTARA ASSESSORIA,28D,,Pedido Atendido,CIF,5040,1,5683,5683,SERVIÇOS VENDA E CORRETAGEM,VB,1,1,5040,5040,0,5040,50,207,Adm-Serviços Tomados
273-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,273,UN,273,Pedido Atendido,45820,9421,CALLSEG TECNOLOGIA DA INFORMACAO LTDA,28D,,Pedido Atendido,CIF,274.10000000000002,1,5578,5578,SERVIÇOS DE MONITORAMENTO,MES,1,1,274.10000000000002,274.10000000000002,0,274.10000000000002,56,207,Adm-Serviços Tomados
275-3,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,275,UN,275,Pedido Atendido,45811,4929,S WERNER,28D,,Pedido Atendido,CIF,17800,3,9207,9207,KIT BRINDES,UN,400,400,48.64,19456,1656,17800,,206,Adm-Compra Mat.Uso e Consumo
276-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,276,UN,276,Pedido Atendido,45824,10525,TG PRODUTOS LTDA,28D,,Pedido Atendido,CIF,672.01,1,6973,6973,VASSOURA GARI 40CM,UN,5,5,24.998999999999999,124.99,0,124.99,,111,Obra-Compra de Insumos para Prestação de Serviços
276-5,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,276,UN,276,Pedido Atendido,45824,10525,TG PRODUTOS LTDA,28D,,Pedido Atendido,CIF,672.01,5,6956,6956,SABONETE LÍQUIDO 5L,UN,3,3,14.5,43.5,0,43.5,,111,Obra-Compra de Insumos para Prestação de Serviços
276-4,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,276,UN,276,Pedido Atendido,45824,10525,TG PRODUTOS LTDA,28D,,Pedido Atendido,CIF,672.01,4,6946,6946,PAPEL TOALHA,UN,50,50,7.2,360,0,360,,111,Obra-Compra de Insumos para Prestação de Serviços
276-3,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,276,UN,276,Pedido Atendido,45824,10525,TG PRODUTOS LTDA,28D,,Pedido Atendido,CIF,672.01,3,6944,6944,PANO DE CHÃO,UN,30,30,2.99,89.7,0,89.7,,111,Obra-Compra de Insumos para Prestação de Serviços
276-2,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,276,UN,276,Pedido Atendido,45824,10525,TG PRODUTOS LTDA,28D,,Pedido Atendido,CIF,672.01,2,6913,6913,DESINFETANTE 5L,UN,6,6,8.9700000000000006,53.82,0,53.82,,111,Obra-Compra de Insumos para Prestação de Serviços
277-6,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,277,UN,277,Pedido Atendido,45824,4812,SUPER BRILHO,28D,,Pedido Atendido,CIF,597.47,6,10415,10415,PAPEL HIGIÊNICO 9CMX200M,UN,10,10,30.47,304.7,0,304.7,,111,Obra-Compra de Insumos para Prestação de Serviços
277-7,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,277,UN,277,Pedido Atendido,45824,4812,SUPER BRILHO,28D,,Pedido Atendido,CIF,597.47,7,6908,6908,COPO PLÁSTICO 180ML,UN,185,185,1.5825405400000001,292.77,0,292.77,,111,Obra-Compra de Insumos para Prestação de Serviços
278-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,278,UN,278,Pedido Atendido,45824,9546,TELEFONICA BRASIL S.A.,10D,,Pedido Atendido,CIF,108.77,1,7891,7891,CONSUMO DE INTERNET,VB,1,1,108.77,108.77,0,108.77,,209,Adm-Outras Entradas
279-2,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,279,UN,279,Pedido Atendido,45824,9429,LIGGA TELECOMUNICACOES S.A,10D,,Pedido Atendido,CIF,600,2,7891,7891,CONSUMO DE INTERNET,VB,1,1,600,600,0,600,,209,Adm-Outras Entradas
280-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,280,UN,280,Pedido Atendido,45826,9879,AGISA CONTAINNERS LTDA,28D,,Pedido Atendido,CIF,5220.2,1,3273,3273,LOCAÇÃO DE CONTAINER SIMPLES,MES,1,1,5220.2,5220.2,0,5220.2,,210,Adm-Locações
281-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,281,UN,281,Pedido Cancelado,45826,1764,CENTRAL DE MONTAGENS DE ESTRUTURAS DE ACO E FERRO LTDA,28D,,Pedido Cancelado,CIF,235600,1,5757,5757,CORTE E DOBRA DE AÇO,KG,310000,310000,0.76,235600,0,235600,23,107,Obra-Serviços Tomados
282-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,282,UN,282,Pedido Atendido,45826,2044,CRIARMAIS DESIGN LTDA,28D,,Pedido Atendido,CIF,1022.61,1,5672,5672,"SERVIÇOS IMPRESSÕES, CÓPIAS E ENCADERNAÇÕES - OBRA",VB,1,1,1022.61,1022.61,0,1022.61,74,107,Obra-Serviços Tomados
283-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,283,UN,283,Pedido Atendido,45828,9235,O DE S CAMPOS NEGOCIOS IMOBILIARIOS,28D,,Pedido Atendido,CIF,65120,1,5683,5683,SERVIÇOS VENDA E CORRETAGEM,VB,1,1,65120,65120,0,65120,50,207,Adm-Serviços Tomados
284-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,284,UN,284,Pedido Atendido,45828,9236,GOLD IMOVEIS,28D,,Pedido Atendido,CIF,38300,1,5648,5648,SERVIÇOS DE AVALIAÇÃO DE IMÓVEIS,VB,1,1,38300,38300,0,38300,139,207,Adm-Serviços Tomados
290-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,290,UN,290,Pedido Atendido,45831,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,2213.33,1,4759,4759,TERMINAL PRESSÃO 50MM,UN,6,6,7.8333329999999997,47,0,47,,111,Obra-Compra de Insumos para Prestação de Serviços
290-20,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,290,UN,290,Pedido Atendido,45831,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,2213.33,20,9069,9069,PLUG FÊMEA 20A,UN,1,1,60,60,0,60,,111,Obra-Compra de Insumos para Prestação de Serviços
290-19,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,290,UN,290,Pedido Atendido,45831,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,2213.33,19,9070,9070,PLUG MACHO 20A,UN,1,1,45,45,0,45,,111,Obra-Compra de Insumos para Prestação de Serviços
290-18,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,290,UN,290,Pedido Atendido,45831,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,2213.33,18,6873,6873,PILHA AA,UN,1,1,98.9,98.9,0,98.9,,111,Obra-Compra de Insumos para Prestação de Serviços
290-17,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,290,UN,290,Pedido Atendido,45831,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,2213.33,17,6800,6800,CARREGADOR MICRO USB,UN,1,1,15,15,0,15,,111,Obra-Compra de Insumos para Prestação de Serviços
290-16,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,290,UN,290,Pedido Atendido,45831,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,2213.33,16,8838,8838,TAXAS VAGAS PARA CARGA E DESCARGA,VB,1,1,226.83,226.83,0,226.83,,111,Obra-Compra de Insumos para Prestação de Serviços
290-15,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,290,UN,290,Pedido Atendido,45831,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,2213.33,15,6379,6379,BROCA SDS PLUS,UN,1,1,35,35,0,35,,111,Obra-Compra de Insumos para Prestação de Serviços
290-14,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,290,UN,290,Pedido Atendido,45831,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,2213.33,14,6408,6408,BROCA SDS PLUS CONCRETO LONGA 10MM,UN,1,1,58,58,0,58,,111,Obra-Compra de Insumos para Prestação de Serviços
290-13,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,290,UN,290,Pedido Atendido,45831,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,2213.33,13,9327,9327,GRAUTE ESTRUTURAL 20MPA,KG,1,1,582.79999999999995,582.79999999999995,0,582.79999999999995,,111,Obra-Compra de Insumos para Prestação de Serviços
290-12,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,290,UN,290,Pedido Atendido,45831,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,2213.33,12,6328,6328,REBITE DE ALUMÍNIO 19MM,UN,1,1,70,70,0,70,,111,Obra-Compra de Insumos para Prestação de Serviços
290-11,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,290,UN,290,Pedido Atendido,45831,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,2213.33,11,10338,10338,REBITE DE ALUMÍNIO 16MM,UN,1,1,4,4,0,4,,111,Obra-Compra de Insumos para Prestação de Serviços
290-10,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,290,UN,290,Pedido Atendido,45831,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,2213.33,10,10365,10365,EMENDA DUTO FLEXÍVEL 100MM,UN,4,4,3.5,14,0,14,,111,Obra-Compra de Insumos para Prestação de Serviços
290-9,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,290,UN,290,Pedido Atendido,45831,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,2213.33,9,6244,6244,PARAFUSO BICROMATIZADO,UN,1,1,7,7,0,7,,111,Obra-Compra de Insumos para Prestação de Serviços
290-8,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,290,UN,290,Pedido Atendido,45831,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,2213.33,8,4802,4802,FITA ALTA FUSÃO,UN,1,1,22,22,0,22,,111,Obra-Compra de Insumos para Prestação de Serviços
290-7,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,290,UN,290,Pedido Atendido,45831,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,2213.33,7,2135,2135,ADESIVO PLÁSTICO BISNAGA PL 17G,UN,2,2,7,14,0,14,,111,Obra-Compra de Insumos para Prestação de Serviços
290-6,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,290,UN,290,Pedido Atendido,45831,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,2213.33,6,2238,2238,JOELHO 45 SOLDÁVEL 25MM,UN,1,1,4.5,4.5,0,4.5,,111,Obra-Compra de Insumos para Prestação de Serviços
290-5,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,290,UN,290,Pedido Atendido,45831,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,2213.33,5,2419,2419,TUBO SOLDÁVEL PP 25X3M,UN,1,1,22.5,22.5,0,22.5,,111,Obra-Compra de Insumos para Prestação de Serviços
290-4,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,290,UN,290,Pedido Atendido,45831,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,2213.33,4,2194,2194,CAP SOLDÁVEL 25MM,UN,2,2,3,6,0,6,,111,Obra-Compra de Insumos para Prestação de Serviços
290-3,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,290,UN,290,Pedido Atendido,45831,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,2213.33,3,2271,2271,LUVA CORRER SOLDÁVEL 25MM,UN,4,4,2,8,0,8,,111,Obra-Compra de Insumos para Prestação de Serviços
290-2,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,290,UN,290,Pedido Atendido,45831,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,2213.33,2,7183,7183,PISO VINÍLICO,M2,1,1,872.8,872.8,0,872.8,,111,Obra-Compra de Insumos para Prestação de Serviços
291-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,291,UN,291,Parcialmente Atendido,45831,10818,RICARDO DE SOUZA CONCHE,28D,,Pedido em Aberto,CIF,1750,1,1,1,SERVIÇO DE FRETE,VB,5,5,350,1750,0,1750,97,107,Obra-Serviços Tomados
292-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,292,UN,292,Pedido Atendido,45831,11054,MICHELLE SILVA,10D,,Pedido Atendido,CIF,343.37,1,9032,9032,REEMBOLSO DE DESPESAS DIVERSAS,VB,1,1,343.37,343.37,0,343.37,,209,Adm-Outras Entradas
293-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,293,UN,293,Pedido Cancelado,45831,9907,TERRA CIVIL COM DE EQUIP.PECAS E SERVICOS LTDA,28D,,Pedido Cancelado,CIF,6000,1,3265,3265,LOCAÇÃO DE BOMBA SUBMERSÍVEL 4” ELÉTRICA,MES,3,3,2000,6000,0,6000,,111,Obra-Compra de Insumos para Prestação de Serviços
294-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,294,UN,294,Pedido Atendido,45832,5162,TOP BOMBAS COMERCIO DE MATERIAIS HIDRAULICOS,28D,,Pedido Atendido,CIF,9300,1,5780,5780,"BOMBA RECALQUE 10,0CV",UN,1,1,9300,9300,0,9300,,111,Obra-Compra de Insumos para Prestação de Serviços
295-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,295,UN,295,Pedido Atendido,45832,4434,PRIME SOHO,28D,,Pedido Atendido,CIF,4000,1,8200,8200,SERVIÇOS DE PATROCÍNIOS,VB,1,1,4000,4000,0,4000,50,207,Adm-Serviços Tomados
296-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,296,UN,296,Pedido Atendido,45832,5406,V6 IMOVEIS LTDA,28D,,Pedido Atendido,CIF,2000,1,8200,8200,SERVIÇOS DE PATROCÍNIOS,VB,1,1,2000,2000,0,2000,50,207,Adm-Serviços Tomados
297-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,297,UN,297,Pedido Atendido,45832,3416,ZIREH IMOVEIS E PARTICIPAÇÕES LTDA,28D,,Pedido Atendido,CIF,5000,1,8200,8200,SERVIÇOS DE PATROCÍNIOS,VB,1,1,5000,5000,0,5000,50,207,Adm-Serviços Tomados
298-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,298,UN,298,Pedido Atendido,45832,5384,VJ INTELIGENCIA IMOBILIARIA LTDA,28D,,Pedido Atendido,CIF,3000,1,8200,8200,SERVIÇOS DE PATROCÍNIOS,VB,1,1,3000,3000,0,3000,50,207,Adm-Serviços Tomados
299-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,299,UN,299,Pedido Atendido,45833,3416,ZIREH IMOVEIS E PARTICIPAÇÕES LTDA,28D,,Pedido Atendido,CIF,164176.45000000001,1,5683,5683,SERVIÇOS VENDA E CORRETAGEM,VB,1,1,164176.45000000001,164176.45000000001,0,164176.45000000001,50,207,Adm-Serviços Tomados
300-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,300,UN,300,Pedido Atendido,45833,3006,HF21 CONSULTORIA IMOBILIARIA LTDA.,28D,,Pedido Atendido,CIF,14925.13,1,5683,5683,SERVIÇOS VENDA E CORRETAGEM,VB,1,1,14925.13,14925.13,0,14925.13,50,207,Adm-Serviços Tomados
301-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,301,UN,301,Pedido Atendido,45833,12055,SACHETTI ENTERPRISES,28D,,Pedido Atendido,CIF,29850.26,1,5683,5683,SERVIÇOS VENDA E CORRETAGEM,VB,1,1,29850.26,29850.26,0,29850.26,50,207,Adm-Serviços Tomados
302-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,302,UN,302,Pedido Atendido,45833,9894,DHFP CONSULTORIA IMOBILIARIA LTDA,28D,,Pedido Atendido,CIF,80314.25,1,5683,5683,SERVIÇOS VENDA E CORRETAGEM,VB,1,1,80314.25,80314.25,0,80314.25,50,207,Adm-Serviços Tomados
303-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,303,UN,303,Pedido Atendido,45833,5384,VJ INTELIGENCIA IMOBILIARIA LTDA,28D,,Pedido Atendido,CIF,75635.75,1,5683,5683,SERVIÇOS VENDA E CORRETAGEM,VB,1,1,75635.75,75635.75,0,75635.75,50,207,Adm-Serviços Tomados
304-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,304,UN,304,Pedido Atendido,45833,12059,LUMUS IMOVEIS,28D,,Pedido Atendido,CIF,89550.8,1,5683,5683,SERVIÇOS VENDA E CORRETAGEM,VB,1,1,89550.8,89550.8,0,89550.8,50,207,Adm-Serviços Tomados
305-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,305,UN,305,Pedido Atendido,45817,3462,KRAUS ALVES COMUNICACAO VISUAL LTDA,28D,,Pedido Atendido,CIF,5905.2,1,8238,8238,MATERIAIS DE PROPAGANDA E PUBLICIDADE,UN,1,1,5905.2,5905.2,0,5905.2,,206,Adm-Compra Mat.Uso e Consumo
306-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,306,UN,306,Pedido Atendido,45833,3462,KRAUS ALVES COMUNICACAO VISUAL LTDA,28D,,Pedido Atendido,CIF,3936.8,1,8238,8238,MATERIAIS DE PROPAGANDA E PUBLICIDADE,UN,1,1,3936.8,3936.8,0,3936.8,,206,Adm-Compra Mat.Uso e Consumo
307-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,307,UN,307,Pedido Atendido,45824,10262,QOYA,28D,,Pedido Atendido,CIF,28216.97,1,8205,8205,SERVIÇOS DE PRODUÇÃO E EXECUÇÃO DE EVENTO,VB,1,1,28216.97,28216.97,0,28216.97,108,207,Adm-Serviços Tomados
308-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,308,UN,308,Pedido Atendido,45838,2044,CRIARMAIS DESIGN LTDA,28D,,Pedido Atendido,CIF,108.05,1,5672,5672,"SERVIÇOS IMPRESSÕES, CÓPIAS E ENCADERNAÇÕES - OBRA",VB,1,1,108.05,108.05,0,108.05,74,107,Obra-Serviços Tomados
309-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,309,UN,309,Pedido Atendido,45838,12018,AJF FERRO E AÇO EIRELI ME,28D,,Pedido Atendido,CIF,24260.03,1,284,284,"AÇO CA-50 25,0 MM",KG,4164,4164,5.8261349999999998,24260.03,0,24260.03,,111,Obra-Compra de Insumos para Prestação de Serviços
310-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,310,UN,310,Pedido Atendido,45839,2638,FEPASEG,28D,,Pedido Atendido,CIF,1508.13,1,6494,6494,ESPAÇADOR CIRCULAR 25MM,UN,2000,2000,0.125,250,0,250,,111,Obra-Compra de Insumos para Prestação de Serviços
310-3,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,310,UN,310,Pedido Atendido,45839,2638,FEPASEG,28D,,Pedido Atendido,CIF,1508.13,3,6258,6258,PARAFUSO COM BUCHA 6MM,UN,150,150,0.14749999999999999,22.13,0,22.13,,111,Obra-Compra de Insumos para Prestação de Serviços
310-2,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,310,UN,310,Pedido Atendido,45839,2638,FEPASEG,28D,,Pedido Atendido,CIF,1508.13,2,6502,6502,ESPAÇADOR MULTIAPOIO 25MM,UN,3000,3000,0.41199999999999998,1236,0,1236,,111,Obra-Compra de Insumos para Prestação de Serviços
311-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,311,UN,311,Pedido Atendido,45839,11719,CRIS BALOES EVENTOS E DECORACOES LTDA,28D,,Pedido Atendido,CIF,515,1,8238,8238,MATERIAIS DE PROPAGANDA E PUBLICIDADE,UN,1,1,515,515,0,515,,206,Adm-Compra Mat.Uso e Consumo
312-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,312,UN,312,Pedido Atendido,45840,11387,AKONSULTING,28D,,Pedido Atendido,CIF,840,1,5622,5622,SERVIÇOS ADMINISTRATIVOS,VB,1,1,840,840,0,840,100,207,Adm-Serviços Tomados
313-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,313,UN,313,Pedido Atendido,45840,1171,AMPP SERVICOS GERAIS LTDA,28D,,Pedido Atendido,CIF,2568.79,1,8217,8217,SERVIÇOS DE LIMPEZA E CONSERVAÇÃO,VB,1,1,2568.79,2568.79,0,2568.79,31,207,Adm-Serviços Tomados
314-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,314,UN,314,Pedido Atendido,45841,11184,52.849.902 CAMILA SENA DE BORBA,28D,,Pedido Atendido,CIF,3000,1,8198,8198,SERVIÇOS DE MARKETING DIGITAL,VB,1,1,3000,3000,0,3000,52,207,Adm-Serviços Tomados
315-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,315,UN,315,Pedido Atendido,45841,9421,CALLSEG TECNOLOGIA DA INFORMACAO LTDA,28D,,Pedido Atendido,CIF,274.10000000000002,1,5578,5578,SERVIÇOS DE MONITORAMENTO,MES,1,1,274.10000000000002,274.10000000000002,0,274.10000000000002,57,207,Adm-Serviços Tomados
316-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,316,UN,316,Pedido Atendido,45842,2638,FEPASEG,28D,,Pedido Atendido,CIF,4599,1,9492,9492,"TUBO PVC PARA CONE DE ENCOSTO 1"" 3000MM",UN,900,900,5.1100000000000003,4599,0,4599,,111,Obra-Compra de Insumos para Prestação de Serviços
317-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,317,UN,317,Pedido Atendido,45842,9879,AGISA CONTAINNERS LTDA,28D,,Pedido Atendido,CIF,5220.2,1,3273,3273,LOCAÇÃO DE CONTAINER SIMPLES,MES,1,1,5220.2,5220.2,0,5220.2,,210,Adm-Locações
