,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Status do Item,1,2,Orçamento,Sequencial,Solicitação,Sequência,Cód. Item,Cód. Alternativo,Acesso ao grupo de Itens,Descrição,Descrição Genérica,Qtde. Solicitada,Unid. Solicitação,Qtde. Convertida,Unid. Estoque,Preço de Solicitação,Data do Preço,Data de Necessidade,Data Inclusão,Valor Total,Estouro?,Último Aprovador,Observação,Cód. Solic.,Situação do Item,Código da Reserva,Item Reservado?,Cód. Cotação,Filial Cotação,Item Cotação,Item Cotado?,Cód. Pedido,Fornecedor,Cod. Contrato,Fornecedor,Código,Descrição,Código,Descrição,Código,Descrição,Código,Descrição,Insumo Genérico?,Controla Estoque?,Definição do Item,Insumo Ativo para Compra?,Lançamento,Cód. Sol. Móvel
+,A,,147,1,1429,101,5147,5147,S,"MO EXECUÇÃO DE ARMADURAS (CORTE, DOBRA E MONTAGEM)",,560000,KG,560000,KG,1,45679,45764,45679.718726851897,560000,,engenharia.piemonte,CTR 20240023 - RM,36,B,,N,51,650,38,S,,,813,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1429,102,9306,9306,S,MO EXECUÇÃO JUNTA SERRADA COM BARRA DE TRANSFERÊNCIA,,232.41,M,232.41,M,1,45679,45764,45679.718726851897,232.41,,engenharia.piemonte,CTR 20240023 - RM,36,B,,N,51,650,91,S,,,813,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1429,103,4877,4877,S,MO EXECUÇÃO DE ALVENARIA DE BLOCO DE CONCRETO 14CM,,697.43,M2,697.43,M2,60,45656,45757,45679.718726851897,41845.800000000003,Sim,engenharia.piemonte,CTR 20240023 - RM,36,B,,N,51,650,11,S,,,813,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1429,105,4952,4952,S,MO EXECUÇÃO DE REQUADRO EMBOÇO INTERNO,,2013.26,M,2013.26,M,1,45679,45764,45679.718726851897,2013.26,Sim,engenharia.piemonte,CTR 20240023 - RM,36,B,,N,51,650,21,S,,,813,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1429,106,5183,5183,S,MO EXECUÇÃO DE REQUADRO EMBOÇO EXTERNO,,9940.98,M,9940.98,M,1,45679,45764,45679.718726851897,9940.98,Sim,engenharia.piemonte,CTR 20240023 - RM,36,B,,N,51,650,52,S,,,813,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1429,107,5535,5535,S,MO EXECUÇÃO DE CONTRAPISO NORMAL,,952.6,M2,952.6,M2,1,45679,45764,45679.718726851897,952.6,,engenharia.piemonte,CTR 20240023 - RM,36,B,,N,51,650,63,S,,,813,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1429,108,5013,5013,S,MO ASSENTAMENTO DE PISO CERAMICO,,246.11,M2,246.11,M2,1,45679,45764,45679.718726851897,246.11,Sim,engenharia.piemonte,CTR 20240023 - RM,36,B,,N,51,650,31,S,,,813,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1429,109,8498,8498,S,MO EXECUÇÃO DE ALVENARIA BLOCO CERAMICO ESTRUTURAL 14CM,,750.16,M2,750.16,M2,1,45679,45764,45679.718726851897,750.16,,engenharia.piemonte,CTR 20240023 - RM,36,B,,N,51,650,81,S,,,813,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1429,110,9371,9371,S,MO ASSENTAMENTO DE PORCELANATO EM REQUADRO EXTERNO,,2104,M2,2104,M2,1,45680,45770,45680.7414699074,2104,Sim,engenharia.piemonte,CTR 20240023 - RM,36,B,,N,51,650,92,S,,,813,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1429,111,9372,9372,S,MO ASSENTAMENTO DE PASTILHA EM REQUADRO,,3423.97,M2,3423.97,M2,1,45680,45770,45680.7414699074,3423.97,Sim,engenharia.piemonte,CTR 20240023 - RM,36,B,,N,51,650,93,S,,,813,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1429,112,9373,9373,S,MO ASSENTAMENTO DE LITOCERÂMICA EM REQUADRO,,4.8499999999999996,M2,4.8499999999999996,M2,1,45680,45770,45680.7414699074,4.8499999999999996,Sim,engenharia.piemonte,CTR 20240023 - RM,36,B,,N,51,650,97,S,,,813,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1429,113,9374,9374,S,MO EXECUÇÃO DE DRENAGEM VERTICAL,,981.03,M2,981.03,M2,1,45680,45769,45680.746134259301,981.03,,engenharia.piemonte,CTR 20240023 - RM,36,B,,N,51,650,94,S,,,813,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1429,114,9375,9375,S,MO EXECUÇÃO DE CHAPISCO MURO,,750.16,M2,750.16,M2,1,45680,45769,45680.748240740701,750.16,,engenharia.piemonte,CTR 20240023 - RM,36,B,,N,51,650,95,S,,,813,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1429,115,9376,9376,S,MO EXECUÇÃO DE EMBOÇO MURO,,750.16,M2,750.16,M2,1,45680,45769,45680.7553819444,750.16,,engenharia.piemonte,CTR 20240023 - RM,36,B,,N,51,650,98,S,,,813,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1429,116,5176,5176,S,MO EXECUÇÃO DE CHAPISCO EXTERNO,,4766.53,M2,4766.53,M2,6.01,45656,45761,45681.471770833297,28646.845300000001,,engenharia.piemonte,CTR 20240023 - RM,36,B,,N,51,650,47,S,,,813,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1520,1,5564,5564,S,"MO ESCAVAÇÃO, CARGA E TRANSPORTE PARA BOTA-FORA",,1101.0999999999999,M3,1101.0999999999999,M3,52,45656,45748,45670.524490740703,57257.2,,felipe.leitolles,ADITIVO VIERA,40,B,,N,34,650,1,S,,,693,9509 - BV CONSTRUTORA & TERRAPLANAGEM LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1756,1,5391,5391,S,MO APLICAÇÃO DE MANTA 4MM SOBRE ASFALTO,,77.03,M2,77.03,M2,42.5,45656,45775,45672.583587963003,3273.7750000000001,,valerio.kogima,CONTRATO IMPERMEABILIZAÇÃO EXTERNA POÇO ELEVADOR,42,A,,N,,,,N,,,,,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1815,1,6455,6455,S,"DISCO DE CORTE 115X1,0X22,23 MM",,150,UN,150,UN,2.25,45673,45701,45673.1245949074,337.5,Sim,felipe.leitolles,"NF 2405 - TOTAL LONAS FERRAMENTAS E ABRASIVOS (50.503.410/0001-59) - ITENS JÁ ENTREGUES - VALORES CORRESPONDENTES A NOTA
LAMINA SERRA
DISCO DE CORTE
TINTA SPRAY
MARCADOR ESFEROGRÁFICO",43,B,,N,38,650,1,S,18,5176 - TOTAL LONAS FERRAMENTAS E ABRASIVOS,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,1815,2,6553,6553,S,LAMINA DE SERRA CIRCULAR,,100,UN,100,UN,34.979999999999997,45673,45701,45673.1245949074,3498,Sim,felipe.leitolles,"NF 2405 - TOTAL LONAS FERRAMENTAS E ABRASIVOS (50.503.410/0001-59) - ITENS JÁ ENTREGUES - VALORES CORRESPONDENTES A NOTA
LAMINA SERRA
DISCO DE CORTE
TINTA SPRAY
MARCADOR ESFEROGRÁFICO",43,B,,N,38,650,2,S,18,5176 - TOTAL LONAS FERRAMENTAS E ABRASIVOS,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,1815,3,7750,7750,S,TINTA SPRAY VERMELHO,,6,UN,6,UN,6,45673,45744,45673.1245949074,36,,,"NF 2405 - TOTAL LONAS FERRAMENTAS E ABRASIVOS (50.503.410/0001-59) - ITENS JÁ ENTREGUES - VALORES CORRESPONDENTES A NOTA
LAMINA SERRA
DISCO DE CORTE
TINTA SPRAY
MARCADOR ESFEROGRÁFICO",43,B,,N,38,650,5,S,18,5176 - TOTAL LONAS FERRAMENTAS E ABRASIVOS,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,1815,4,6577,6577,S,MARCADOR INDUSTRIAL VERMELHO,,3,UN,3,UN,15.98,45673,45701,45673.1245949074,47.94,Sim,felipe.leitolles,"NF 2405 - TOTAL LONAS FERRAMENTAS E ABRASIVOS (50.503.410/0001-59) - ITENS JÁ ENTREGUES - VALORES CORRESPONDENTES A NOTA
LAMINA SERRA
DISCO DE CORTE
TINTA SPRAY
MARCADOR ESFEROGRÁFICO",43,B,,N,38,650,4,S,18,5176 - TOTAL LONAS FERRAMENTAS E ABRASIVOS,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,1816,1,3288,3288,S,LOCAÇÃO DE FURADEIRA / MARTELETE SDS PLUS,,1,MES,1,MES,180,45673,45758,45673.400115740696,180,Sim,felipe.leitolles,"TERRA CIVIL (01.194.012/0001-67) - PEDIDO COM RELAÇÃO AS LOCAÇÕES DE EQUIPAMENTOS MANUAIS UTILIZADOS NA OBRA - VALORES CORRESPONDENTES AS FATURAS
EQUIPAMENTOS: ROMPEDOR/FURADEIRA SDS/BOMBA SUB/NÍVEL LASER/LAVADORA/VIBRADOR
LOC - (25/01/2025)- 122751/122861/122963/123179/123221 (05/02/2025) - 123246/123303",44,B,,N,42,650,1,S,22,9907 - TERRA CIVIL COM DE EQUIP.PECAS E SERVICOS LTDA,,,188,Locação de Equipamentos (Obras),110,Obra-Locação de Equipamento,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,1816,2,3261,3261,S,"LOCAÇÃO DE BOMBA SUBMERSÍVEL 2"" ELÉTRICA",,1,MES,1,MES,1127,45673,45758,45673.400115740696,1127,Sim,felipe.leitolles,"TERRA CIVIL (01.194.012/0001-67) - PEDIDO COM RELAÇÃO AS LOCAÇÕES DE EQUIPAMENTOS MANUAIS UTILIZADOS NA OBRA - VALORES CORRESPONDENTES AS FATURAS
EQUIPAMENTOS: ROMPEDOR/FURADEIRA SDS/BOMBA SUB/NÍVEL LASER/LAVADORA/VIBRADOR
LOC - (25/01/2025)- 122751/122861/122963/123179/123221 (05/02/2025) - 123246/123303",44,B,,N,42,650,4,S,22,9907 - TERRA CIVIL COM DE EQUIP.PECAS E SERVICOS LTDA,,,188,Locação de Equipamentos (Obras),110,Obra-Locação de Equipamento,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,1816,3,3288,3288,S,LOCAÇÃO DE FURADEIRA / MARTELETE SDS PLUS,,1,MES,1,MES,450,45673,45758,45673.400115740696,450,Sim,felipe.leitolles,"TERRA CIVIL (01.194.012/0001-67) - PEDIDO COM RELAÇÃO AS LOCAÇÕES DE EQUIPAMENTOS MANUAIS UTILIZADOS NA OBRA - VALORES CORRESPONDENTES AS FATURAS
EQUIPAMENTOS: ROMPEDOR/FURADEIRA SDS/BOMBA SUB/NÍVEL LASER/LAVADORA/VIBRADOR
LOC - (25/01/2025)- 122751/122861/122963/123179/123221 (05/02/2025) - 123246/123303",44,B,,N,42,650,1,S,22,9907 - TERRA CIVIL COM DE EQUIP.PECAS E SERVICOS LTDA,,,188,Locação de Equipamentos (Obras),110,Obra-Locação de Equipamento,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,1816,4,3263,3263,S,"LOCAÇÃO DE BOMBA SUBMERSÍVEL 3"" ELÉTRICA",,1,MES,1,MES,580,45673,45758,45673.400115740696,580,Sim,felipe.leitolles,"TERRA CIVIL (01.194.012/0001-67) - PEDIDO COM RELAÇÃO AS LOCAÇÕES DE EQUIPAMENTOS MANUAIS UTILIZADOS NA OBRA - VALORES CORRESPONDENTES AS FATURAS
EQUIPAMENTOS: ROMPEDOR/FURADEIRA SDS/BOMBA SUB/NÍVEL LASER/LAVADORA/VIBRADOR
LOC - (25/01/2025)- 122751/122861/122963/123179/123221 (05/02/2025) - 123246/123303",44,B,,N,42,650,5,S,22,9907 - TERRA CIVIL COM DE EQUIP.PECAS E SERVICOS LTDA,,,188,Locação de Equipamentos (Obras),110,Obra-Locação de Equipamento,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,1816,5,3329,3329,S,LOCAÇÃO DE NÍVEL LASER,,1,MES,1,MES,940,45673,45758,45673.400115740696,940,Sim,felipe.leitolles,"TERRA CIVIL (01.194.012/0001-67) - PEDIDO COM RELAÇÃO AS LOCAÇÕES DE EQUIPAMENTOS MANUAIS UTILIZADOS NA OBRA - VALORES CORRESPONDENTES AS FATURAS
EQUIPAMENTOS: ROMPEDOR/FURADEIRA SDS/BOMBA SUB/NÍVEL LASER/LAVADORA/VIBRADOR
LOC - (25/01/2025)- 122751/122861/122963/123179/123221 (05/02/2025) - 123246/123303",44,B,,N,42,650,6,S,22,9907 - TERRA CIVIL COM DE EQUIP.PECAS E SERVICOS LTDA,,,188,Locação de Equipamentos (Obras),110,Obra-Locação de Equipamento,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,1816,6,3327,3327,S,LOCAÇÃO DE MOTOR VIBRADOR ELÉTRICO + MANGOTE,,1,MES,1,MES,287.10000000000002,45673,45758,45673.400115740696,287.10000000000002,Sim,felipe.leitolles,"TERRA CIVIL (01.194.012/0001-67) - PEDIDO COM RELAÇÃO AS LOCAÇÕES DE EQUIPAMENTOS MANUAIS UTILIZADOS NA OBRA - VALORES CORRESPONDENTES AS FATURAS
EQUIPAMENTOS: ROMPEDOR/FURADEIRA SDS/BOMBA SUB/NÍVEL LASER/LAVADORA/VIBRADOR
LOC - (25/01/2025)- 122751/122861/122963/123179/123221 (05/02/2025) - 123246/123303",44,B,,N,42,650,7,S,22,9907 - TERRA CIVIL COM DE EQUIP.PECAS E SERVICOS LTDA,,,188,Locação de Equipamentos (Obras),110,Obra-Locação de Equipamento,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,1816,7,3288,3288,S,LOCAÇÃO DE FURADEIRA / MARTELETE SDS PLUS,,1,MES,1,MES,180,45673,45758,45673.400115740696,180,Sim,felipe.leitolles,"TERRA CIVIL (01.194.012/0001-67) - PEDIDO COM RELAÇÃO AS LOCAÇÕES DE EQUIPAMENTOS MANUAIS UTILIZADOS NA OBRA - VALORES CORRESPONDENTES AS FATURAS
EQUIPAMENTOS: ROMPEDOR/FURADEIRA SDS/BOMBA SUB/NÍVEL LASER/LAVADORA/VIBRADOR
LOC - (25/01/2025)- 122751/122861/122963/123179/123221 (05/02/2025) - 123246/123303",44,B,,N,42,650,1,S,22,9907 - TERRA CIVIL COM DE EQUIP.PECAS E SERVICOS LTDA,,,188,Locação de Equipamentos (Obras),110,Obra-Locação de Equipamento,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,1817,1,3328,3328,S,LOCAÇÃO DE MUNCK,,2.64E-2,MES,2.64E-2,MES,38000,45656,45751,45673.410312499997,1003.2,Sim,valerio.kogima,"NFS 501 - MLS PINTURAS LTDA (06.254.795/0001-40)- LOCAÇÃO DE CAMINHÃO MUNCK PARA DESCARGA DE AÇO DE BLOCO
VALOR JÁ AJUSTADO PARA NOTA",49,B,,N,45,650,1,S,24,10299 - JATO & PINTURA,,,188,Locação de Equipamentos (Obras),110,Obra-Locação de Equipamento,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,OU,S,M,
+,A,,147,1,1818,1,5757,5757,S,CORTE E DOBRA DE AÇO,,10070.950000000001,KG,10070.950000000001,KG,0.8,45566,45751,45673.414664351898,8056.76,Sim,valerio.kogima,"NFS 12076 - CENTRAL CURITIBANA DE CORTE E DOBRA DE AÇO LTDA (06.962.916/0001-09) - CORTE E DOBRA AÇO DOS BLOCOS
VALOR JÁ AJUSTADO PARA A NFS",48,B,,N,43,650,1,S,23,10313 - CCA,,,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1819,1,1,1,S,SERVIÇO DE FRETE,,150,VB,150,VB,1,45656,45708,45673.426782407398,150,Sim,felipe.leitolles,NFS 1375 - BEATRIZ SILVA DE SOUZA ANJUS TRANSPORTES (35.541.197/0001-50) - FRETE BEBEDOURO VINDO DO MANACAS,45,B,,N,44,650,1,S,20,1473 - ANJUS TRANSPORTES,,,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1820,2,8217,8217,S,SERVIÇOS DE LIMPEZA E CONSERVAÇÃO,,550,VB,550,VB,1,45674,45761,45674.388541666704,550,Sim,valerio.kogima,"NFS 530 - ELENI PEREIRA (37.516.534/0001-85) - CAMINHÃO PIPA PARA LAVAGEM DA RUA
VALOR AJUSTADO PARA A NOTA",52,B,,N,46,650,1,S,25,2372 - ELENI PEREIRA WIINSCH 02905955929,,,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1854,1,1,1,S,SERVIÇO DE FRETE,,260,VB,260,VB,1,45656,45708,45673.4690162037,260,Sim,felipe.leitolles,"NFS 258 - JOSE HENRIQUE DE SOUZA (13.333.780/0001-33) - FRETE ESCADAS
VALOR AJUSTADOS PARA A NOTA",47,B,,N,41,650,1,S,19,3360 - JOSE HENRIQUE DE SOUZA,,,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,1881,1,303,303,S,ARAME GALVANIZADO 12 BWG,,600,KG,600,KG,9.8696000000000002,45673,45708,45673.591099537,5921.76,Sim,valerio.kogima,"NF 18294 - ARAMEBRAS INDUSTRIA E COMERCIO LTDA (03.052.127/0005-76) - ARAME PARA TRAVAMENTO DAS FORMAS DOS BLOCOS
VALOR JÁ AJUSTADO PARA A NF",50,B,,N,40,650,1,S,21,9909 - ARAMEBRAS INDUSTRIA E COMERCIO LTDA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,D,,147,1,1904,1,7750,7750,S,TINTA SPRAY VERMELHO,,10.98,UN,10.98,UN,6,45673,45744,45673.624652777798,65.88,,,"NF 2405 - TOTAL LONAS FERRAMENTAS E ABRASIVOS (50.503.410/0001-59) - ITENS JÁ ENTREGUES - VALORES CORRESPONDENTES A NOTA
LAMINA SERRA
DISCO DE CORTE
TINTA SPRAY
MARCADOR ESFEROGRÁFICO",,,,N,,,,N,,,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,1964,1,600,600,S,"COMPENSADO PLASTIFICADO 17MM 1,10X2,20",,600,UN,600,UN,43.46,45656,45726,45674.417604166701,26076,,valerio.kogima,16/01/2025 - Pedido de material - DIVERSOS,53,B,,N,32,650,1,S,128,"4545 - RANDA PORTAS, MOLDURAS E COMPENSADOS LTDA",,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,1964,2,6502,6502,S,ESPAÇADOR MULTIAPOIO 25MM,,8000,UN,8000,UN,0.5,45674,45702,45674.417604166701,4000,Sim,valerio.kogima,16/01/2025 - Pedido de material - DIVERSOS,53,B,,N,48,650,1,S,38,1719 - CASA NOVA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,1964,3,6674,6674,S,TRENA DE AÇO 8 METROS,,2,UN,2,UN,20,45674,45702,45674.421446759297,40,Sim,valerio.kogima,16/01/2025 - Pedido de material - DIVERSOS,53,B,,N,102,650,6,S,143,1719 - CASA NOVA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,1964,4,6599,6599,S,PULVERIZADOR COSTAL,,2,UN,2,UN,100,45674,45702,45674.421446759297,200,Sim,valerio.kogima,16/01/2025 - Pedido de material - DIVERSOS,53,B,,N,102,650,5,S,143,1719 - CASA NOVA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,1964,5,9260,9260,S,"PRANCHA EUCALIPTO 3""X6""",,1950,M,1950,M,1,45674,45740,45674.430196759298,1950,Sim,valerio.kogima,16/01/2025 - Pedido de material - DIVERSOS,53,B,,N,50,650,1,S,34,4939 - SKILL MADEIRAS,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,1964,6,6436,6436,S,CANTONEIRA PARA PILAR,,300,UN,300,UN,1,45674,45702,45674.431817129604,300,Sim,valerio.kogima,16/01/2025 - Pedido de material - DIVERSOS,53,B,,N,112,650,1,S,139,2016 - COPLAS INDUSTRIA DE PLASTICOS LTDA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,2561,1,6683,6683,S,"CLIP 3/8"" PARA CABO DE AÇO",,2400,UN,2400,UN,0.1,45681,45709,45681.667696759301,240,Sim,valerio.kogima,Pedido SPDA - Clips Zincado 3/8,78,B,,N,36,650,9,S,63,5109 - TERMOTECNICA INDUSTRIA E COMERCIO LTDA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,D,,147,1,2643,1,4713,4713,S,CONECTOR TIPO GAR 50MM,,2385,UN,2385,UN,1,45670,45712,45684.643171296302,2385,,,01.08.03.02.005 - MATERIAIS SPDA (INICIAL),,,,N,,,,N,,,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,2672,1,5617,5617,S,LICENÇA FULL SOFTWARE,,1,UN,1,UN,72.599999999999994,45684,45771,45684.9909259259,72.599999999999994,Sim,felipe.leitolles,"PEDIDO REFERENTE A NFS 8048 - MOBUSS (CNPJ: 53.880.038/0001-62)
vALOR JÁ AJUSTADO PARA A NFS",59,B,,N,77,650,1,S,,,917,3980 - MOBUSS,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
